Id_encuesta,id_usuario,Id_curso,Tipo_clase,fecha,preparado_clases,dominio_materia,mantiene_atencion,relaciona_con_ejemplos,ejemplos_mundo_profesional,accesible_y_atiende_consultas,fomenta_colaboracion,puntualidad,referencias_en_redes,recomendaria_profesor,organiza_actividades,contenidos_adecuados,grado_dificultad,conocimientos_utiles_futuro,clase_duracion,clase_horario,clase_conveniencia_dia,clase_calidad_conexion,clase_visibilidad_pantalla,clase_calidad_audio,velocidad_respuesta,utilidad_anuncios,satisfaccion_general,comentarios
E0626,U0492,C0007,Online,2024-07-30 11:52:03,5,5,4,4,4,4,5,1,3,5,5,1,2,5,Bien,Bien,Regular,Regular,Genial,Pésimo,4,4,4,Desde mi perspectiva personal considero que el equipo de soporte responde rápido y soluciona los problemas eficazmente. Siempre encontramos a alguien disponible en el campus virtual.
E0627,U0074,C0009,Híbrido,2024-08-02 23:33:42,4,3,5,4,5,4,5,5,1,5,4,2,4,2,Genial,Bien,Genial,Regular,Mal,Bien,2,2,3,Desde el primer módulo he sentido que la experiencia en clase es razonable y estable.
E0628,U0981,C0022,Online,2024-08-04 04:37:29,1,1,1,2,4,2,2,1,3,2,2,1,1,2,Pésimo,Regular,Pésimo,Pésimo,Bien,Mal,3,3,1,No veo relación clara entre la metodología y los objetivos del curso.
E0629,U0588,C0003,Online,2024-08-04 11:06:51,4,4,4,4,5,5,5,4,2,3,4,4,4,1,Genial,Bien,Genial,Genial,Bien,Bien,4,5,5,No he tenido prácticamente ningún problema técnico durante el curso. Valoro mucho este aspecto del curso. La parte digital nunca me ha dejado fuera de una actividad.
E0630,U0235,C0022,Online,2024-08-04 19:49:35,5,5,5,4,3,3,3,4,5,5,3,4,4,4,Bien,Bien,Genial,Mal,Pésimo,Genial,4,3,5,"Cuando comparo esta formación con otras, percibo que la atención al alumno en general es buena."
E0631,U0215,C0003,Online,2024-08-04 21:28:56,5,5,5,5,5,4,5,4,3,4,5,4,3,4,Genial,Genial,Genial,Genial,Genial,Regular,4,1,5,"Desde mi perspectiva personal considero que siempre que he tenido una duda, el soporte me ha ayudado de inmediato."
E0632,U0947,C0011,Online,2024-08-05 18:07:57,4,3,5,4,4,5,5,4,3,2,1,4,1,4,Pésimo,Bien,Bien,Mal,Genial,Genial,3,3,3,Las soluciones que me han dado no siempre han sido claras. El feedback que recibo es claro y accionable. Es algo que impacta en mi motivación diaria.
E0633,U0133,C0010,Online,2024-08-06 07:56:29,5,4,5,3,3,5,4,4,4,4,5,3,3,5,Regular,Bien,Genial,Regular,Bien,Regular,5,3,4,Tras varias sesiones puedo decir que el contenido es interesante y útil en la mayoría de los temas. Creo que aún se podrían mejorar algunos detalles.
E0634,U1156,C0028,Online,2024-08-06 19:21:42,5,4,5,4,4,5,3,4,3,5,4,5,3,4,Genial,Regular,Genial,Bien,Bien,Genial,5,5,5,Desde el primer módulo he sentido que el profesor explica los conceptos de forma muy clara y estructurada. Hace que las dudas se resuelvan con rapidez. Es algo que impacta en mi motivación diaria.
E0635,U0733,C0020,Online,2024-08-09 07:13:35,4,3,2,4,5,4,5,4,4,5,4,4,3,3,Bien,Bien,Genial,Bien,Regular,Genial,4,5,5,"Tras varias sesiones puedo decir que la metodología es adecuada y me ayuda a entender mejor los temas. Permite que la práctica tenga un peso real en el aprendizaje. Para mí, marca la diferencia respecto a otros programas."
E0636,U0941,C0024,Online,2024-08-09 23:52:05,4,4,5,5,4,5,4,4,5,1,4,5,3,5,Bien,Genial,Regular,Bien,Genial,Regular,5,4,5,Con la mente puesta en mis objetivos profesionales valoro que el contenido del curso está muy bien seleccionado y actualizado. Creo que resume bien cómo vivo el curso.
E0637,U0186,C0005,Online,2024-08-10 11:34:36,1,1,2,3,2,2,2,1,1,1,1,1,1,1,Pésimo,Mal,Mal,Pésimo,Pésimo,Regular,2,2,1,Tras varias sesiones puedo decir que la mayoría de las sesiones me parecen poco aprovechables.
E0638,U0042,C0023,Híbrido,2024-08-11 14:44:21,1,2,1,4,2,2,1,3,2,3,1,3,2,1,Pésimo,Pésimo,Pésimo,Pésimo,Mal,Pésimo,1,3,1,"Cuando comparo esta formación con otras, percibo que estoy muy decepcionado con el enfoque y selección del temario. Este punto me genera bastante frustración. Me da herramientas concretas para actuar en el trabajo."
E0639,U0109,C0003,Online,2024-08-13 18:46:52,4,4,4,5,5,5,4,5,4,3,3,2,4,5,Bien,Bien,Genial,Genial,Genial,Bien,5,4,5,El profesor domina el contenido y sabe transmitirlo de manera excelente. Hace que las dudas se resuelvan con rapidez. Creo que resume bien cómo vivo el curso.
E0640,U0849,C0007,Online,2024-08-14 02:57:39,3,5,4,4,5,4,4,5,3,2,5,1,4,5,Regular,Mal,Regular,Pésimo,Genial,Mal,4,3,4,Desde el primer módulo he sentido que a veces las clases son más interesantes y otras más densas. Creo que aún se podrían mejorar algunos detalles. El ambiente que se genera invita a preguntar sin miedo.
E0641,U0569,C0029,Híbrido,2024-08-14 14:40:00,4,4,4,3,3,3,5,5,3,3,5,3,2,4,Genial,Mal,Mal,Bien,Genial,Regular,4,1,3,Hay partes del contenido que me interesan y otras que no tanto. Me gustaría que se introdujeran cambios en este sentido. Me da herramientas concretas para actuar en el trabajo.
E0642,U0651,C0024,Online,2024-08-15 16:18:42,4,5,3,4,5,5,5,4,5,3,3,4,4,5,Mal,Genial,Genial,Bien,Regular,Mal,5,3,3,En mi día a día con el curso observo que el formato de las sesiones me ayuda a seguir el hilo del curso.
E0643,U1001,C0026,Híbrido,2024-08-16 18:11:24,4,2,5,4,5,4,5,5,4,5,3,4,1,4,Genial,Genial,Mal,Bien,Bien,Bien,3,3,4,"Cuando comparo esta formación con otras, percibo que el profesor suele explicar bien, aunque a veces va un poco rápido. Hace que las dudas se resuelvan con rapidez. Esa impresión se mantiene con el paso de las semanas."
E0644,U1166,C0008,Online,2024-08-17 14:22:32,4,4,5,3,4,5,5,2,1,5,5,4,3,5,Bien,Bien,Genial,Regular,Bien,Mal,5,3,5,El equipo de soporte responde rápido y soluciona los problemas eficazmente. Valoro mucho este aspecto del curso. Creo que resume bien cómo vivo el curso.
E0645,U0484,C0028,Online,2024-08-19 05:43:24,3,5,3,4,3,4,5,1,4,5,4,3,3,4,Genial,Pésimo,Mal,Genial,Bien,Bien,4,2,4,En mi día a día con el curso observo que el contenido es interesante y útil en la mayoría de los temas.
E0646,U0469,C0024,Online,2024-08-19 16:01:00,2,4,3,3,5,4,1,3,4,3,1,4,2,4,Bien,Pésimo,Regular,Regular,Pésimo,Genial,3,5,2,Desde mi perspectiva personal considero que algunas sesiones se sienten poco productivas. Creo que aún se podrían mejorar algunos detalles. Es algo que impacta en mi motivación diaria.
E0647,U0025,C0006,Híbrido,2024-08-19 18:43:04,1,1,3,1,1,1,1,1,1,3,1,1,2,1,Pésimo,Mal,Pésimo,Bien,Bien,Pésimo,1,1,1,Tras varias sesiones puedo decir que las clases se me hacen muy pesadas y difíciles de seguir.
E0648,U0661,C0022,Online,2024-08-20 05:52:38,3,3,5,2,3,2,5,5,4,4,3,3,3,5,Regular,Regular,Bien,Genial,Pésimo,Genial,4,4,2,El ritmo de clase no siempre se adapta al grupo. Creo que aún se podrían mejorar algunos detalles. Las interacciones con los compañeros enriquecen las sesiones. Es un aspecto que comparto también con mis compañeros.
E0649,U0680,C0018,Híbrido,2024-08-21 11:50:48,3,2,3,1,1,2,3,3,2,2,1,5,1,2,Mal,Mal,Pésimo,Regular,Bien,Pésimo,2,2,1,"Cuando comparo esta formación con otras, percibo que siento que la forma de trabajo dificulta mi aprendizaje en lugar de ayudar. Se refleja en los resultados que obtengo en cada entrega."
E0650,U0753,C0001,Híbrido,2024-08-21 17:59:25,5,5,5,5,3,5,4,3,2,2,5,3,5,4,Bien,Regular,Bien,Bien,Genial,Genial,5,5,5,Tras varias sesiones puedo decir que me encanta la combinación de teoría y práctica que se utiliza en el curso. Valoro mucho este aspecto del curso. Se nota que cada bloque responde a un propósito concreto. Esa impresión se mantiene con el paso de las semanas.
E0651,U0994,C0028,Online,2024-08-21 20:43:23,2,4,5,4,5,5,3,5,3,3,5,4,4,4,Bien,Genial,Bien,Pésimo,Regular,Bien,3,4,4,En mi día a día con el curso observo que no he tenido prácticamente ningún problema técnico durante el curso. Creo que resume bien cómo vivo el curso.
E0652,U0367,C0008,Online,2024-08-22 00:05:39,1,3,4,3,5,5,5,3,5,2,5,1,2,5,Bien,Genial,Bien,Mal,Regular,Mal,4,1,3,Al repasar mis notas concluyo que a veces las clases son más interesantes y otras más densas. La organización del aula está pensada para colaborar. Esa impresión se mantiene con el paso de las semanas.
E0653,U0840,C0021,Online,2024-08-23 08:28:37,2,4,3,3,1,1,1,3,1,2,1,1,5,3,Regular,Mal,Regular,Mal,Bien,Regular,3,2,1,"Cuando comparo esta formación con otras, percibo que algunas sesiones se sienten poco productivas. Este punto me genera bastante frustración. Salgo de cada clase con ideas prácticas para aplicar."
E0654,U1053,C0010,Online,2024-08-24 07:30:52,3,5,4,3,3,4,4,4,2,4,3,4,3,5,Genial,Genial,Genial,Mal,Regular,Genial,5,5,4,"Tras varias sesiones puedo decir que siento que la forma de trabajar es estándar, ni especialmente buena ni mala. Me gustaría que se introdujeran cambios en este sentido."
E0655,U0384,C0029,Híbrido,2024-08-28 12:39:28,5,3,3,3,5,4,3,4,4,4,5,4,5,4,Genial,Genial,Genial,Regular,Mal,Bien,3,2,4,"Cuando comparo esta formación con otras, percibo que en general la metodología me parece bastante acertada. Creo que aún se podrían mejorar algunos detalles. Para mí, marca la diferencia respecto a otros programas."
E0656,U0455,C0013,Online,2024-08-28 13:50:15,4,3,4,1,2,5,5,3,4,5,3,3,5,5,Regular,Bien,Mal,Regular,Regular,Bien,4,4,4,"No he tenido prácticamente ningún problema técnico durante el curso. Para mí, marca la diferencia respecto a otros programas."
E0657,U0265,C0022,Online,2024-08-29 04:04:00,4,4,5,4,5,4,5,3,4,5,5,5,3,5,Bien,Genial,Regular,Bien,Mal,Genial,5,4,5,Los materiales del curso aportan valor y complementan bien las clases. Valoro mucho este aspecto del curso. Siento que el temario está vivo y se actualiza con frecuencia.
E0658,U0761,C0008,Online,2024-08-29 16:04:12,4,3,4,5,4,2,4,5,4,5,5,5,2,4,Genial,Genial,Bien,Genial,Genial,Regular,5,3,5,En mi día a día con el curso observo que el equipo de soporte responde rápido y soluciona los problemas eficazmente. Lo tengo muy presente cuando hablo de la escuela.
E0659,U0980,C0017,Online,2024-08-30 06:29:18,5,4,5,3,4,4,4,5,2,5,5,5,5,4,Bien,Bien,Mal,Genial,Bien,Bien,5,5,5,"Cuando comparo esta formación con otras, percibo que el profesor suele explicar bien, aunque a veces va un poco rápido. Me anima a preparar las sesiones con antelación. Esa impresión se mantiene con el paso de las semanas."
E0660,U0445,C0019,Online,2024-08-30 13:31:22,5,5,4,5,4,4,5,5,5,5,5,3,4,5,Genial,Bien,Regular,Genial,Mal,Bien,4,2,5,A lo largo de estas semanas he notado que la calidad de audio y vídeo en las clases online es excelente. Lo tengo muy presente cuando hablo de la escuela.
E0661,U0396,C0006,Híbrido,2024-08-30 17:44:46,3,2,5,5,2,1,5,4,4,5,4,3,4,5,Bien,Bien,Regular,Regular,Bien,Genial,3,4,4,Las explicaciones del profesor son correctas pero podrían ser más dinámicas. Me anima a preparar las sesiones con antelación. Creo que resume bien cómo vivo el curso.
E0662,U0742,C0017,Online,2024-08-30 22:36:16,5,4,4,5,5,4,4,4,5,5,5,5,2,5,Genial,Genial,Regular,Pésimo,Regular,Bien,4,3,4,El profesor responde a las dudas y facilita el seguimiento del temario. Valoro mucho este aspecto del curso. El acompañamiento docente es clave para que avance.
E0663,U0177,C0025,Híbrido,2024-08-31 10:24:08,5,4,1,4,5,4,3,5,4,5,5,5,3,5,Genial,Bien,Mal,Bien,Genial,Genial,5,5,5,A lo largo de estas semanas he notado que el formato de las sesiones me ayuda a seguir el hilo del curso. El ambiente que se genera invita a preguntar sin miedo. Lo tengo muy presente cuando hablo de la escuela.
E0664,U0019,C0022,Online,2024-08-31 18:52:36,5,5,4,4,1,5,5,4,4,5,5,5,5,4,Bien,Bien,Bien,Pésimo,Genial,Bien,4,5,5,La organización de cada sesión hace que aproveche muy bien el tiempo. Valoro mucho este aspecto del curso. Las dinámicas grupales hacen que el tiempo pase rápido. Es un aspecto que comparto también con mis compañeros.
E0665,U0949,C0017,Online,2024-09-01 00:13:50,2,2,1,1,1,2,2,3,1,1,4,1,1,1,Regular,Regular,Pésimo,Pésimo,Pésimo,Pésimo,2,1,1,"Si pienso en el progreso del curso, creo que he tenido varios problemas técnicos que cortan el ritmo de la sesión."
E0666,U0815,C0002,Online,2024-09-01 22:48:18,4,3,5,5,4,4,3,4,3,4,5,5,2,5,Bien,Bien,Genial,Genial,Bien,Bien,5,4,5,"A lo largo de estas semanas he notado que las clases se me pasan rápido porque son dinámicas y entretenidas. Para mí, marca la diferencia respecto a otros programas."
E0667,U0596,C0022,Online,2024-09-03 08:34:33,2,5,4,3,2,5,3,5,3,4,5,1,3,3,Genial,Bien,Bien,Regular,Genial,Regular,4,4,4,"En conversaciones con mis compañeros coincidimos en que a veces tardan un poco en contestar, pero termina resolviéndose. Me gustaría que se introdujeran cambios en este sentido."
E0668,U0062,C0009,Híbrido,2024-09-04 07:57:51,4,5,4,5,3,4,3,3,4,4,4,3,4,4,Bien,Regular,Genial,Regular,Bien,Bien,5,4,5,A lo largo de estas semanas he notado que la calidad de la conexión suele ser buena. Me gustaría que se introdujeran cambios en este sentido. La plataforma permite seguir la clase incluso desde el móvil.
E0669,U0273,C0011,Online,2024-09-10 03:03:26,5,4,4,3,4,5,4,3,2,4,4,4,5,4,Genial,Bien,Genial,Genial,Genial,Genial,4,4,5,Desde el primer módulo he sentido que la tecnología utilizada facilita mucho el seguimiento de las sesiones. Valoro mucho este aspecto del curso. La parte digital nunca me ha dejado fuera de una actividad. Creo que resume bien cómo vivo el curso.
E0670,U1126,C0022,Online,2024-09-10 14:54:08,1,5,3,4,3,2,4,3,4,3,3,4,3,4,Genial,Regular,Mal,Genial,Bien,Genial,4,4,4,Hay partes del contenido que me interesan y otras que no tanto. Me gustaría que se introdujeran cambios en este sentido. Creo que resume bien cómo vivo el curso.
E0671,U0279,C0021,Online,2024-09-10 22:24:18,3,4,3,2,4,5,3,4,5,4,4,3,3,4,Bien,Genial,Bien,Mal,Bien,Bien,4,2,3,A lo largo de estas semanas he notado que la calidad del audio o vídeo a veces dificulta seguir la clase. Esa impresión se mantiene con el paso de las semanas.
E0672,U0842,C0012,Online,2024-09-10 23:57:19,2,5,4,4,4,5,4,4,5,5,2,3,4,5,Bien,Bien,Bien,Bien,Genial,Genial,5,1,5,Desde mi perspectiva personal considero que las clases tienen un ritmo muy bueno y mantienen mi atención.
E0673,U0369,C0007,Online,2024-09-11 02:00:40,5,4,1,5,4,4,4,4,2,3,5,4,4,5,Bien,Regular,Bien,Regular,Regular,Genial,5,3,4,"En conversaciones con mis compañeros coincidimos en que la plataforma funciona de forma muy fluida y sin interrupciones. Las grabaciones mantienen una calidad más que correcta. Para mí, marca la diferencia respecto a otros programas."
E0674,U0887,C0006,Híbrido,2024-09-11 12:29:08,4,4,5,4,1,5,5,4,5,5,4,4,5,3,Regular,Regular,Genial,Mal,Regular,Regular,5,2,3,Las conexiones fallan con bastante frecuencia. Las grabaciones mantienen una calidad más que correcta. Creo que resume bien cómo vivo el curso.
E0675,U1015,C0029,Híbrido,2024-09-12 08:15:01,5,1,3,4,2,4,4,5,4,4,5,5,4,4,Bien,Bien,Genial,Bien,Genial,Bien,5,4,4,"Cuando comparo esta formación con otras, percibo que me siento muy acompañado por el soporte académico y técnico. Esa impresión se mantiene con el paso de las semanas."
E0676,U0860,C0031,Online,2024-09-13 04:10:36,5,4,5,5,5,4,5,4,4,4,2,5,3,4,Bien,Mal,Genial,Genial,Bien,Regular,4,4,5,La plataforma funciona de forma muy fluida y sin interrupciones.
E0677,U0721,C0022,Online,2024-09-14 18:31:07,2,4,5,3,4,3,4,1,5,4,5,2,5,5,Genial,Genial,Regular,Regular,Bien,Genial,5,3,3,Al repasar mis notas concluyo que la atención es aceptable pero podría ser más proactiva. La comunicación por correo y chat está bien coordinada.
E0678,U0826,C0002,Online,2024-09-17 11:59:39,1,1,4,5,5,4,4,1,2,1,5,2,5,4,Regular,Regular,Bien,Bien,Bien,Bien,4,4,2,"Analizando lo que he aprendido siento que la calidad técnica es aceptable, pero mejorable. Siento que el equipo debería tenerlo en cuenta."
E0679,U0548,C0017,Online,2024-09-18 01:00:48,5,4,5,4,5,5,3,5,4,5,5,2,3,4,Genial,Genial,Bien,Bien,Regular,Genial,3,4,5,Desde mi perspectiva personal considero que la mayor parte del contenido me resulta aplicable a mi trabajo.
E0680,U0880,C0003,Online,2024-09-18 19:01:03,4,4,2,5,2,2,4,5,1,5,5,4,3,5,Regular,Bien,Genial,Genial,Bien,Regular,4,4,5,"La metodología del curso es muy práctica y facilita mucho el aprendizaje. Para mí, marca la diferencia respecto a otros programas."
E0681,U0900,C0029,Híbrido,2024-09-18 19:28:26,5,4,4,5,5,4,5,4,5,5,4,5,5,4,Bien,Bien,Regular,Bien,Genial,Bien,5,5,5,En general las clases son agradables y productivas. Me gustaría que se introdujeran cambios en este sentido. La organización del aula está pensada para colaborar. Define la confianza que tengo en seguir avanzando.
E0682,U0457,C0009,Híbrido,2024-09-18 20:11:40,5,5,3,4,5,2,5,3,5,4,3,4,4,4,Bien,Genial,Bien,Regular,Genial,Bien,4,3,3,"Si pienso en el progreso del curso, creo que las actividades son aceptables, aunque podrían ser más variadas."
E0683,U0394,C0018,Híbrido,2024-09-21 04:30:16,5,4,4,4,3,5,2,5,5,2,2,4,5,4,Bien,Genial,Regular,Regular,Bien,Bien,4,5,4,Desde mi perspectiva personal considero que las explicaciones del profesor son correctas pero podrían ser más dinámicas. La disponibilidad del profesorado genera mucha confianza.
E0684,U0676,C0028,Online,2024-09-24 06:29:00,5,5,2,5,5,4,3,3,3,2,5,5,4,5,Genial,Genial,Genial,Bien,Regular,Genial,5,4,5,Desde el primer módulo he sentido que el profesor explica los conceptos de forma muy clara y estructurada. Valoro mucho este aspecto del curso. Me anima a preparar las sesiones con antelación.
E0685,U0912,C0015,Híbrido,2024-09-24 22:17:33,5,5,4,4,4,4,4,5,3,2,5,4,5,4,Mal,Mal,Genial,Bien,Bien,Pésimo,4,5,4,"Si pienso en el progreso del curso, creo que me siento muy acompañado por el soporte académico y técnico."
E0686,U0965,C0017,Online,2024-09-26 05:53:25,4,4,1,5,5,5,5,5,4,4,5,4,3,4,Genial,Pésimo,Bien,Genial,Bien,Genial,2,4,4,"Cuando comparo esta formación con otras, percibo que hay partes del contenido que me interesan y otras que no tanto. Hay ejemplos que puedo trasladar directamente a mis proyectos. Lo tengo muy presente cuando hablo de la escuela."
E0687,U0376,C0028,Online,2024-09-26 09:42:02,3,2,4,5,5,4,5,4,4,1,4,2,3,4,Genial,Bien,Genial,Pésimo,Bien,Regular,3,4,4,"A lo largo de estas semanas he notado que la metodología del curso me resulta correcta, sin destacar demasiado. Me gustaría que se introdujeran cambios en este sentido. Se nota que cada bloque responde a un propósito concreto. Me ayuda a decidir en qué módulos profundizar."
E0688,U0413,C0029,Híbrido,2024-09-27 23:11:27,4,4,4,5,4,3,3,4,4,1,5,5,4,2,Bien,Genial,Genial,Regular,Bien,Regular,5,3,4,Desde el primer módulo he sentido que las clases se me pasan rápido porque son dinámicas y entretenidas. Es un aspecto que comparto también con mis compañeros.
E0689,U0075,C0002,Online,2024-09-28 06:17:12,4,5,2,5,4,1,5,1,4,1,2,5,4,3,Bien,Genial,Genial,Bien,Bien,Genial,3,3,2,Tras varias sesiones puedo decir que me siento perdido en las clases por la falta de claridad del profesor. Este punto me genera bastante frustración. Noto que el enfoque del docente está muy actualizado. Esa impresión se mantiene con el paso de las semanas.
E0690,U1122,C0021,Online,2024-09-28 07:44:40,4,2,4,4,4,4,5,5,5,2,4,4,3,3,Genial,Genial,Regular,Genial,Genial,Genial,5,4,5,"Si pienso en el progreso del curso, creo que la tecnología utilizada facilita mucho el seguimiento de las sesiones."
E0691,U0863,C0006,Híbrido,2024-09-30 07:03:52,4,5,4,5,3,4,5,5,4,4,4,5,3,5,Genial,Genial,Mal,Genial,Genial,Regular,5,3,5,Las clases suelen tener un ritmo adecuado en la mayoría de los días. Me gustaría que se introdujeran cambios en este sentido. El ambiente que se genera invita a preguntar sin miedo. Es algo que impacta en mi motivación diaria.
E0692,U0501,C0028,Online,2024-10-01 14:05:41,5,2,4,5,4,5,5,3,1,3,3,5,5,2,Bien,Bien,Mal,Genial,Bien,Genial,3,2,4,"Desde el primer módulo he sentido que la estructura de las sesiones es razonable, pero algo predecible. Me gustaría que se introdujeran cambios en este sentido."
E0693,U0942,C0006,Híbrido,2024-10-04 03:46:45,4,4,4,3,1,1,4,4,5,3,5,4,1,5,Bien,Bien,Bien,Pésimo,Genial,Genial,3,3,3,Analizando lo que he aprendido siento que las soluciones que me han dado no siempre han sido claras. Detectan incidencias antes de que se conviertan en un problema. Me ayuda a decidir en qué módulos profundizar.
E0694,U0617,C0007,Online,2024-10-04 21:37:02,5,3,5,5,4,3,4,4,3,5,4,5,2,2,Genial,Bien,Bien,Mal,Genial,Regular,4,2,4,"Desde el primer módulo he sentido que no tengo una opinión muy fuerte sobre el soporte, es razonable. Siempre encontramos a alguien disponible en el campus virtual."
E0695,U0115,C0010,Online,2024-10-04 22:18:17,2,3,3,4,3,5,4,4,3,4,1,5,4,1,Bien,Bien,Pésimo,Genial,Bien,Bien,5,4,3,La calidad de la conexión suele ser buena. Valoro mucho este aspecto del curso.
E0696,U0418,C0028,Online,2024-10-05 11:17:58,5,5,4,5,4,3,4,5,5,4,5,3,5,5,Genial,Genial,Bien,Genial,Mal,Genial,4,3,5,El formato de las sesiones me ayuda a seguir el hilo del curso. Me gustaría que se introdujeran cambios en este sentido. El ambiente que se genera invita a preguntar sin miedo.
E0697,U0602,C0010,Online,2024-10-06 03:25:13,4,5,4,4,4,4,2,1,2,3,3,4,3,1,Pésimo,Mal,Bien,Bien,Bien,Genial,4,3,4,En mi día a día con el curso observo que solo he tenido pequeños problemas técnicos que se han resuelto rápido. Creo que aún se podrían mejorar algunos detalles. Las grabaciones mantienen una calidad más que correcta. Es algo que impacta en mi motivación diaria.
E0698,U0605,C0025,Híbrido,2024-10-06 04:41:18,2,3,4,3,3,4,3,5,3,4,2,3,3,5,Genial,Regular,Bien,Mal,Genial,Bien,2,3,4,"Tras varias sesiones puedo decir que a veces tardan un poco en contestar, pero termina resolviéndose. Detectan incidencias antes de que se conviertan en un problema. Es un aspecto que comparto también con mis compañeros."
E0699,U0090,C0010,Online,2024-10-07 17:41:36,3,4,4,2,2,5,5,4,4,5,4,4,2,5,Regular,Mal,Bien,Genial,Genial,Genial,5,4,5,"Si pienso en el progreso del curso, creo que siempre que he tenido una duda, el soporte me ha ayudado de inmediato. Valoro mucho este aspecto del curso. Se refleja en los resultados que obtengo en cada entrega."
E0700,U1149,C0006,Híbrido,2024-10-08 03:11:40,5,3,1,1,1,1,1,1,2,1,1,3,3,5,Mal,Mal,Pésimo,Bien,Pésimo,Pésimo,1,1,1,Desde mi perspectiva personal considero que he tenido varios problemas técnicos que cortan el ritmo de la sesión. Se nota que prueban las soluciones antes de cada sesión. Esa impresión se mantiene con el paso de las semanas.
E0701,U0499,C0005,Online,2024-10-09 01:15:33,4,3,3,4,4,3,4,4,1,5,5,4,3,5,Genial,Genial,Bien,Bien,Genial,Genial,5,2,5,El equipo de soporte responde rápido y soluciona los problemas eficazmente. Siento que hacen un esfuerzo genuino por escucharnos.
E0702,U0876,C0005,Online,2024-10-09 07:15:34,4,2,4,4,2,5,4,4,1,4,5,4,5,2,Bien,Genial,Bien,Regular,Genial,Genial,5,1,4,Desde el primer módulo he sentido que en general la plataforma responde bien y es estable.
E0703,U0927,C0006,Híbrido,2024-10-10 04:47:39,1,3,2,5,4,4,3,3,2,4,5,3,4,4,Genial,Regular,Bien,Regular,Regular,Bien,5,1,4,Desde mi perspectiva personal considero que el nivel del contenido me parece adecuado pero no especialmente diferencial. Creo que resume bien cómo vivo el curso.
E0704,U0999,C0013,Online,2024-10-12 01:57:47,4,5,4,5,3,3,4,3,3,4,5,4,3,3,Bien,Bien,Genial,Bien,Genial,Bien,2,3,5,"Si pienso en el progreso del curso, creo que la mayor parte del contenido me resulta aplicable a mi trabajo. Es un aspecto que comparto también con mis compañeros."
E0705,U0012,C0013,Online,2024-10-12 21:43:00,3,4,4,4,4,5,3,4,2,4,3,4,3,1,Genial,Mal,Bien,Bien,Mal,Mal,5,1,4,"Tras varias sesiones puedo decir que la plataforma cumple su función, sin destacar demasiado."
E0706,U0397,C0008,Online,2024-10-14 15:59:54,1,3,4,4,5,4,4,5,3,4,5,4,3,1,Bien,Pésimo,Bien,Genial,Bien,Bien,4,3,3,"Mirando mi avance hasta ahora entiendo que el soporte responde de forma correcta, sin destacar demasiado. El feedback que recibo es claro y accionable. Creo que resume bien cómo vivo el curso."
E0707,U0755,C0003,Online,2024-10-15 15:28:52,3,3,5,3,3,5,3,3,1,5,4,4,2,4,Bien,Bien,Bien,Bien,Mal,Genial,5,4,4,A veces las clases son más interesantes y otras más densas.
E0708,U0556,C0026,Híbrido,2024-10-16 04:51:20,4,4,4,5,5,5,4,5,3,5,5,5,5,5,Bien,Bien,Bien,Regular,Genial,Genial,4,2,5,Las actividades planteadas encajan bien con los objetivos del curso.
E0709,U0043,C0016,Online,2024-10-17 07:58:50,2,3,2,3,2,4,2,5,2,5,3,5,3,4,Pésimo,Bien,Mal,Genial,Bien,Bien,3,5,3,Mirando mi avance hasta ahora entiendo que las explicaciones del profesor son correctas pero podrían ser más dinámicas.
E0710,U0168,C0023,Híbrido,2024-10-17 10:08:51,5,5,2,5,5,4,3,4,2,4,3,3,2,3,Mal,Genial,Bien,Genial,Bien,Bien,2,1,4,Desde mi perspectiva personal considero que la experiencia tecnológica es satisfactoria en la mayoría de las clases. Me gustaría que se introdujeran cambios en este sentido. Se aprovechan bien las herramientas colaborativas online.
E0711,U0417,C0024,Online,2024-10-18 07:46:47,4,5,3,5,3,5,5,4,5,5,4,5,5,5,Genial,Bien,Genial,Genial,Regular,Bien,3,2,5,Tras varias sesiones puedo decir que las respuestas del equipo de soporte son útiles la mayoría de las veces. Valoro mucho este aspecto del curso. La comunicación por correo y chat está bien coordinada. Define la confianza que tengo en seguir avanzando.
E0712,U0577,C0020,Online,2024-10-18 13:18:56,4,3,4,5,3,4,2,3,4,5,4,2,3,2,Regular,Bien,Mal,Bien,Bien,Genial,3,5,4,La dedicación del profesor marca una diferencia enorme en mi aprendizaje. Valoro mucho este aspecto del curso. Noto que el enfoque del docente está muy actualizado.
E0713,U0268,C0016,Online,2024-10-19 22:05:09,3,2,3,5,4,2,3,3,4,3,5,4,5,4,Regular,Genial,Bien,Bien,Genial,Genial,5,1,4,"Si pienso en el progreso del curso, creo que el equipo de soporte responde rápido y soluciona los problemas eficazmente."
E0714,U0808,C0005,Online,2024-10-20 17:20:50,4,4,4,5,3,3,5,2,4,4,4,4,2,5,Mal,Bien,Mal,Regular,Bien,Bien,4,1,3,"El temario cumple, sin aportar nada extraordinario."
E0715,U0427,C0008,Online,2024-10-22 02:35:21,3,4,5,2,4,5,5,4,5,5,5,5,5,4,Genial,Genial,Bien,Regular,Genial,Genial,4,4,5,"Si pienso en el progreso del curso, creo que la plataforma funciona de forma muy fluida y sin interrupciones. Valoro mucho este aspecto del curso. Para mí, marca la diferencia respecto a otros programas."
